"","13","14"
"Feature1",2.97780854508985,2.95221860979349
"Feature2",2.77283515315921,2.79389288795347
"Feature3",2.82821243840784,2.86975272644336
"Feature4",2.88792024784594,2.83245935764876
"Feature5",2.72877110579661,2.56413224353079
"Feature6",3.00470971040317,3.03498025341107
"Feature7",2.94752735909551,2.95469297510084
"Feature8",2.96298183124927,2.89970468533734
"Feature9",2.87897316992572,2.99015296938201
"Feature10",2.80007387265474,2.76221417678248
"Feature11",3.04489289046193,3.10665387384918
"Feature12",2.94475807888307,3.02024083218875
"Feature13",2.65069458016542,2.78793091635834
"Feature14",2.90892223208127,2.87767180035981
"Feature15",2.92714198319635,3.02233535757585
"Feature16",3.02206792173376,2.97574756911393
"Feature17",3.18241526676444,3.10209802266436
"Feature18",2.88469494825499,2.97919224854432
"Feature19",2.85786325346111,2.87196817936979
"Feature20",3.06274649161976,3.00279173253596
"Feature21",2.96792308456557,2.98042395458996
"Feature22",3.28310954640088,3.21240047628471
"Feature23",3.05238312522636,3.0040513645458
"Feature24",3.09210837132291,3.17115861175381
"Feature25",2.9905205186757,2.97018023526891
"Feature26",3.03565069852794,3.10436687206848
"Feature27",3.08399025749988,3.03683599877595
"Feature28",2.86677211759326,2.8672983291618
"Feature29",3.0310048006394,3.05689921677722
"Feature30",2.96898120121186,2.94588283610174
"Feature31",2.96125819895543,2.91494265611811
"Feature32",2.86493737535794,2.85130727239859
"Feature33",2.79325787882321,2.86336258072541
"Feature34",2.91409573256234,2.87802199659767
"Feature35",3.06847343887508,3.02906319229012
"Feature36",3.11087551904118,3.10132213723948
"Feature37",3.14044349032066,3.11015765741003
"Feature38",3.01017016002883,3.03093380560927
"Feature39",2.93662193143439,2.99430676314738
"Feature40",3.12555472790659,3.09671598864825
"Feature41",2.86372904224013,2.8667200320476
"Feature42",3.17874571899106,3.15795403660744
"Feature43",3.08821326329834,3.11999974245181
"Feature44",2.91531310971712,2.96952563968596
"Feature45",3.14844622836439,3.11301534612574
"Feature46",2.91706252320766,2.98277909651046
"Feature47",3.12522540196803,3.16380469906543
"Feature48",3.14887639936627,3.04446070336845
"Feature49",3.03776298062273,2.97497947157196
"Feature50",2.92803497868032,2.94410212217214
"Feature51",2.91102533717959,2.86351007014382
"Feature52",3.29920589495757,3.26040799429439
"Feature53",2.92374527591301,2.87615560533521
"Feature54",3.06661530299535,3.04234721269597
"Feature55",2.85575509306282,2.7978491501185
"Feature56",3.14510657042235,3.30705643276818
"Feature57",2.89985359957822,2.94609706441889
"Feature58",3.15269849626321,3.23461328889337
"Feature59",2.97327533813955,2.93854496981839
"Feature60",3.09581486239528,3.18097454392876
"Feature61",2.87135726939952,2.83496384556336
"Feature62",3.0134837121496,3.01346260371243
"Feature63",2.87563504527453,2.93053058848457
"Feature64",2.95858451928482,2.95415900487949
"Feature65",2.95190876891447,2.99542917569416
"Feature66",2.92330153292322,2.90091940029604
"Feature67",3.00991009925406,3.06378359038338
"Feature68",2.99090821869096,2.98915276504501
"Feature69",3.022507094357,2.99075329525087
"Feature70",3.23202134181225,3.17075991307913
"Feature71",2.88724611435923,2.88179741686509
"Feature72",3.16043306765325,3.25892500772144
"Feature73",3.18814984940273,3.08976327993263
"Feature74",3.0610751592156,3.11070865288379
"Feature75",3.04186176439766,3.09286819231185
"Feature76",3.17796369439358,3.15799416248658
"Feature77",3.01156027054297,2.99802922376305
"Feature78",2.84099921373902,2.81284701878717
"Feature79",2.95327786482815,2.98807891746569
"Feature80",3.15950420602914,3.15438630233517
"Feature81",3.17521521285807,3.19060940122565
"Feature82",2.87516446623407,2.80868376414171
"Feature83",2.89507652851893,2.89165598584108
"Feature84",2.77238003218485,2.83523651821122
"Feature85",3.14942439122187,3.22239106696519
"Feature86",3.05757457421336,3.08603617433187
"Feature87",3.09978659812937,3.13228223496274
"Feature88",3.05920384672899,3.05630784680698
"Feature89",3.22386465972388,3.24477593229842
"Feature90",3.02662851724695,2.94701424969828
"Feature91",3.09796951828809,3.09781515963587
"Feature92",2.97228140879554,2.95109290322581
"Feature93",3.13783718553294,3.26054778077533
"Feature94",3.00612170924602,3.01425609543617
"Feature95",3.03387944185357,2.97501444213294
"Feature96",2.99428219181223,3.02138027616319
"Feature97",3.06972978426792,2.97478546364614
"Feature98",3.01859368452124,2.9919514698601
"Feature99",3.06499653112712,3.11359389108606
"Feature100",2.85750120029693,2.85611988572071
"Feature101",2.88566700403638,2.95038345394386
"Feature102",3.08319866044888,3.16660413145543
"Feature103",3.01782827835309,2.94676995069167
"Feature104",3.05085019833143,3.12615702062971
"Feature105",2.91859141287363,2.90927226749083
"Feature106",2.94093889295253,2.95148048399051
"Feature107",3.07497543312813,3.08546634910316
"Feature108",3.11466508565805,3.17466386283095
"Feature109",3.17042772043997,3.10119640543421
"Feature110",3.09463640060379,3.03686074250488
"Feature111",3.05048503555041,2.98690746579363
"Feature112",2.90608839714596,2.89633750631603
"Feature113",3.01935367259511,3.02798499262833
"Feature114",3.22849971707034,3.11880276759099
"Feature115",3.05961387726422,3.0548887802465
"Feature116",2.79556609004557,2.72740248447341
"Feature117",3.10273747366514,3.14587004344384
"Feature118",3.05697913907913,3.08429646113977
"Feature119",2.89868368377277,2.8309954264452
"Feature120",3.01513702620107,3.06305634808552
"Feature121",3.04126997147489,3.06529539706972
"Feature122",2.97679032395131,2.94726750757394
"Feature123",2.93823807198103,3.00629794284452
"Feature124",2.96409615229758,2.97148198204259
"Feature125",2.77438476196197,2.72903518788758
"Feature126",2.86482057142143,2.97649923958737
"Feature127",2.91029200424875,3.00237270578276
"Feature128",3.0171327974341,3.13602189163155
"Feature129",2.99456183601431,2.9778721710594
"Feature130",2.97777158842378,2.96028488311699
"Feature131",3.18526450542643,3.20037556325262
"Feature132",2.84391045191605,2.888008691856
"Feature133",2.94859050885229,3.02496683454052
"Feature134",3.10597006667773,3.13841748095381
"Feature135",3.24596486623715,3.21631920983404
"Feature136",3.10909006440063,3.03870541999275
"Feature137",2.94996293718529,2.90797767823448
"Feature138",3.21051099172768,3.20647450713415
"Feature139",2.99041919117702,3.03581354520329
"Feature140",3.24232855608509,3.10691073546176
"Feature141",2.95349038875056,3.03323504165043
"Feature142",2.96914914002235,3.02268864393147
"Feature143",3.03416914218707,3.02871868449677
"Feature144",2.98404525867412,2.97714099216486
"Feature145",2.95859378615305,2.96183439695031
"Feature146",2.96335366733153,2.96985224284797
"Feature147",3.13728098919594,3.10737811725313
"Feature148",3.29253227115539,3.27831010527645
"Feature149",2.75463327049932,2.80322614232979
"Feature150",2.93050615283816,2.94017878157727
"Feature151",2.88488409435141,2.84037996280016
"Feature152",3.16809821147489,3.03916670077322
"Feature153",3.15943669446861,3.19170019786356
"Feature154",3.09503571892408,3.04003536356709
"Feature155",2.87537174009031,2.93279685271439
"Feature156",3.13873028790678,3.04631230679232
"Feature157",2.92271209903974,2.97438806867157
"Feature158",3.11116524799458,3.17388578345722
"Feature159",3.01678736632202,3.07674355623204
"Feature160",2.75782971640739,2.70504642335145
"Feature161",2.6002566801596,2.60567226451494
"Feature162",3.26600103910256,3.29480447140388
"Feature163",2.83415636025842,2.85224304755727
"Feature164",2.96311062749752,3.07131084976198
"Feature165",3.07630729360464,3.136982215294
"Feature166",2.72892895100264,2.77432089270957
"Feature167",3.06475523326043,3.06367269938772
"Feature168",3.25447863376014,3.2531637906396
"Feature169",2.70667512847786,2.77926933300602
"Feature170",3.06247086739458,3.00903603429372
"Feature171",3.05816531695905,3.14031766131942
"Feature172",2.91973755930939,2.98914114506447
"Feature173",3.02356758922229,3.03242356642489
"Feature174",3.06427481936073,3.00008874304939
"Feature175",3.26328627585227,3.26443304283969
"Feature176",3.00189143065286,2.88927900374597
"Feature177",3.02659759698668,3.0067127240703
"Feature178",3.03135890641287,2.9854776983561
"Feature179",2.88452691315263,2.81489368926857
"Feature180",2.99683672115107,3.02235626664959
"Feature181",3.09539514363769,3.15906753007376
"Feature182",3.1126085921371,3.08278108472444
"Feature183",3.12302353484005,3.06248635309471
"Feature184",3.06403291824728,3.16458486008944
"Feature185",2.9665599105662,2.92346630419136
"Feature186",2.77321275839665,2.81661403982323
"Feature187",2.84207398044878,2.95823632709597
"Feature188",2.97989861265484,2.88753110411488
"Feature189",3.18724324112539,3.16923034378776
"Feature190",2.87388247039237,2.89102284169358
"Feature191",3.13849184296036,3.19025029857281
"Feature192",2.96733011829217,3.07689783980665
"Feature193",2.96687048711949,2.93219894567606
"Feature194",3.06255106079148,3.11956002865419
"Feature195",2.82815650146619,2.80471582103736
"Feature196",3.15117409160494,3.13722046435452
"Feature197",2.91984661431174,2.88689180796098
"Feature198",3.08271368427901,3.00811916502614
"Feature199",2.85190986401327,2.80761442277514
"Feature200",2.91468216190652,2.95011783510264
"Feature201",3.21313228184967,3.2045578460751
"Feature202",3.11915353381088,3.05668861633594
"Feature203",3.25194848925241,3.35398511625314
"Feature204",3.12045104250412,3.07323748154542
"Feature205",2.96043753040994,2.92060199945794
"Feature206",2.8335952374021,2.88423562716806
"Feature207",3.01025079519069,3.07562668868592
"Feature208",2.87593906257576,2.91920585280551
"Feature209",3.12943529641811,3.09400308363654
"Feature210",2.95177462858667,2.93484677050869
"Feature211",3.1147587192186,3.15520904634819
"Feature212",3.08753455248377,3.22200596009916
"Feature213",2.79270345238207,2.87271731000284
"Feature214",2.95428381789763,2.88478267820238
"Feature215",2.85388687696185,2.98727136895816
"Feature216",3.0220144786873,3.06704003432524
"Feature217",2.80033593533863,2.77694616829208
"Feature218",3.06518434579163,3.06377998303055
"Feature219",3.17203336736553,3.10882744855901
"Feature220",2.92952183160928,2.85503844879618
"Feature221",2.98266216965992,3.05360375963141
"Feature222",3.0746316871145,3.00660611407255
"Feature223",2.97767329751963,2.98490478903504
"Feature224",2.90673899828722,2.95409768893818
"Feature225",3.07083467729567,3.08508800876273
"Feature226",3.17979266825715,3.19648626862677
"Feature227",3.08922829577816,3.19299064019932
"Feature228",2.92862325977008,2.93506821905251
"Feature229",2.97474318357532,2.97321957542343
"Feature230",2.99040810822748,2.96421454008839
"Feature231",3.14464126476855,3.06012242247157
"Feature232",3.14607975426244,3.19394342211719
"Feature233",3.08110747086414,3.19723736317767
"Feature234",2.87290722424789,2.96729435519146
"Feature235",3.05386351916617,3.01347486359981
"Feature236",2.98572757606789,2.81984125568953
"Feature237",3.16691463289186,3.04718124024573
"Feature238",3.12987598167645,3.05214129018391
"Feature239",3.05762420092498,2.89073733300175
"Feature240",3.2445682297964,3.1575884087631
"Feature241",3.13397814657427,3.17785499599964
"Feature242",3.15766589825018,3.19718734321212
"Feature243",3.03827730350859,2.95735085140213
"Feature244",2.84067868189203,2.8609162761708
"Feature245",2.99026678318954,2.93887081039797
"Feature246",2.9085810714778,2.9218975980911
"Feature247",2.76651434951235,2.80512263875426
"Feature248",3.11268715996898,3.08604539909434
"Feature249",2.86836437844312,2.80508296130842
"Feature250",3.12141581248092,3.11935357847925
"Feature251",2.9936410512026,2.97598714711399
"Feature252",3.05774613374834,3.0681648680115
"Feature253",2.91721999765966,2.97532775428706
"Feature254",3.08307345602943,2.97577428199549
"Feature255",2.93155522085077,2.94354775438459
"Feature256",2.90534016950062,2.95847814101586
"Feature257",2.92180766840763,3.011399908477
"Feature258",3.05711695296068,3.08468510324453
"Feature259",3.1194984162274,3.18450372996668
"Feature260",2.88614946767479,2.90269766506156
"Feature261",2.866645958921,2.85233859049235
"Feature262",2.98348328232451,2.97092898904626
"Feature263",3.01571801370018,2.99668906076622
"Feature264",3.10289064577059,3.16227388756342
"Feature265",2.88344806283899,2.94272201268602
"Feature266",3.08669883810365,3.12583872818507
"Feature267",2.76304384739396,2.7278807919749
"Feature268",2.86825044108326,2.81836370681652
"Feature269",2.86318763217425,2.86008893402953
