"","28","29","30","31","32","33","34"
"Feature1",2.95021741572951,2.83486415931857,2.95375788466234,2.82425655792794,2.93043906075454,2.99086464422112,2.85535276031237
"Feature2",3.04777334791572,2.86375607504467,3.00556909193805,3.13251392349839,2.89608934276917,2.95911217796813,2.86587404407278
"Feature3",3.00755459676751,3.03441980678928,2.94382641084608,2.83770938852497,2.94978055198354,2.98901561436067,3.09996202607364
"Feature4",2.98160361928718,3.03093725237584,3.01031696187588,3.04917512219725,3.08517882209439,3.02557256695356,3.04622214902231
"Feature5",2.78342495137134,2.87775895683733,2.78990892077155,2.67082180433437,2.86903062280533,2.7921856202031,2.70331443283322
"Feature6",3.17956580131861,3.09225519606942,3.11819850449388,3.21945524223517,3.16387482623249,3.16211997394757,3.17877442161388
"Feature7",3.16811209399346,3.13983193649412,3.19041458443297,3.1388470370596,3.22021360165959,3.14515306939286,3.16722637577832
"Feature8",2.88069794585257,2.75845638798443,2.87157172113497,2.77826806470753,2.809401023853,2.93150213878412,2.83324904760628
"Feature9",2.89370802258363,2.90661906083603,2.93546630192163,2.96083528360779,2.91016054664913,2.89965665286959,2.95968339379333
"Feature10",2.9386504377698,2.92942505990299,2.84197141013426,2.77219799630623,2.82631165548927,2.89669271216162,2.71309267415994
"Feature11",3.10522129985765,3.17760296802808,3.17837103089019,3.19158224410789,3.27800045649371,3.24940718055223,3.27593098676388
"Feature12",2.95496555757746,3.05664587748423,3.01314785356655,3.0210368772219,3.16420399752947,3.00231734049375,3.05836264192767
"Feature13",3.06832947016509,3.03562375102765,3.07447690794605,3.04892389203467,2.99986952429788,3.06614757489171,2.90600131065045
"Feature14",2.91102928459949,2.95711127740289,2.90589212757391,2.86193926421253,2.874003578763,2.93728031293962,2.96881894876138
"Feature15",2.91780144614302,2.94812727609289,3.04422998882453,2.90176054767919,3.11668558055853,3.00552855304183,2.96403543507605
"Feature16",2.75898206943198,2.93712649336229,2.93665130589243,2.92270218349874,2.88093551260369,2.87055919810193,3.04028641961389
"Feature17",2.87367101480312,2.96551033382094,2.90961948696067,3.00001651655344,2.87042234215706,2.93972610232255,3.02407704852942
"Feature18",2.94515034497205,2.92966253448904,3.05140412910984,2.95566997964146,3.08833306860629,2.92684138728851,3.12997705753121
"Feature19",2.9453241037502,2.8267845374259,2.89869300999783,2.96730444075348,3.04123446555524,2.98594476796577,2.98044936081083
"Feature20",3.33361296464154,3.31740102682993,3.32355659223388,3.25503144692655,3.26837991107603,3.27686788415319,3.2397764265779
"Feature21",3.12747568652651,2.99608194486654,3.04021421520332,3.12492263037573,3.06031102382962,3.10868504448893,3.06012961772556
"Feature22",2.83393536765383,2.76017167956668,2.83761439550059,2.81127442739514,2.91416749730065,2.80048103636486,2.88919255068741
"Feature23",2.80428535151546,2.94209946924373,2.84609469085549,3.006428869098,2.94862997405921,2.89167444687981,2.94156810708342
"Feature24",2.93971419476948,2.87709594725388,2.87694644676598,2.94005273972857,2.80937819218576,2.88619446029078,2.70310376822436
"Feature25",3.08063633742804,3.15583531925417,3.11934569812618,3.17064802227089,3.13831131451172,3.17604691273659,3.12457799986899
"Feature26",2.98747734503155,2.91053128240747,2.93527022125939,2.87642164120593,3.0527467956672,3.0184372948384,3.01447995974236
"Feature27",2.76608471693789,2.6734266969249,2.72103763491903,2.78889407432707,2.72197786276978,2.84783298761872,2.86732716843151
"Feature28",3.03971533460429,2.99566477604706,3.07895141933338,3.0471399319776,3.07549259901786,3.12214145280167,3.11155581425522
"Feature29",3.08409634333748,3.23185179767687,3.11843443309243,3.1640939931757,3.23586220514776,3.10949403984289,3.28198825886797
"Feature30",2.95958570633764,3.06011053086556,3.01553657800501,3.10051638029996,3.15715095820507,3.08409907369749,2.97244229623089
"Feature31",3.13321510827579,3.09664641681474,3.10925250585728,3.13645261141196,3.07765969822719,3.02197687425082,3.17927097005779
"Feature32",2.78896518953105,2.89332215629042,2.80989367001793,2.74522504938633,2.88367720501039,2.82440449419977,2.89529921320535
"Feature33",3.0535106557058,2.90446760118928,2.92396882018362,2.90380707076258,2.96902909637665,3.04509581196887,2.93931871725238
"Feature34",3.0464935207762,2.9754606286736,2.9680985387386,2.98606503484488,3.12050166869915,2.92759158759612,3.20974715150374
"Feature35",2.74292531342184,2.72510337600596,2.76902467754141,2.74516451321546,2.77769701695421,2.7867071851649,3.01044966151346
"Feature36",3.08795880459515,3.0667503754613,3.10552641137777,3.07175197771323,3.05930587560406,3.04261709485873,3.03790898393499
"Feature37",3.29767021589541,3.20182816076442,3.3767591318019,3.32487279620935,3.39689702439026,3.21804294712284,3.31388400637137
"Feature38",2.97698419381443,2.97777542781172,3.02012887986776,2.8737043553409,3.02910368631056,3.01095391267164,3.15389875251299
"Feature39",3.03795009249393,2.76255887212382,2.85737170543078,3.01612279718988,2.65497790645838,2.89067769734692,3.0091557289328
"Feature40",2.90747760194953,3.05888838364731,2.9751997534544,2.9357123013459,2.83919489914129,2.98350603131012,2.87206228064733
"Feature41",3.10786561330271,3.34043353203888,3.12146800342366,3.26134173590885,3.10347582442319,3.25728546757579,3.10429549125176
"Feature42",3.32818041987375,3.13327139163476,3.28005352771253,3.19759160647415,3.15659060115648,3.24116416136374,3.22953000400498
"Feature43",3.17284262249465,2.9839992158559,3.12814241860155,3.06345527283982,3.19607938493283,3.10798050669075,3.03922079138664
"Feature44",2.89289278347557,2.83420547483493,2.84991901764129,2.84962037665866,2.83128804846727,2.79914268847438,2.85920355711862
"Feature45",3.12850286128284,3.09356535564812,3.05591097510339,2.91996549771306,3.05834044657905,3.20340989672112,3.03652350650925
"Feature46",2.97852336462102,2.76681721006457,2.88027200389041,2.77667653786711,2.85321634112673,2.92785106299677,2.92890701003884
"Feature47",3.2234264011427,3.31000481434706,3.24056182878732,3.2673559784052,3.18918754488659,3.22997064323848,3.13189882712691
"Feature48",2.96991070653117,3.01719295368356,3.08943156389678,3.06570176126417,3.08845225028155,2.95698369312465,3.09823338225089
"Feature49",2.98263321000476,3.16029591940534,3.10957012691727,3.05344165727142,3.10877064464238,3.06019255327341,3.0928584762921
"Feature50",3.02215508451074,3.16236473525178,2.99800465700177,2.94371228653616,3.04795501000256,3.03908360305328,3.07132637276057
"Feature51",3.07474044758224,2.98460567211196,2.96817106241008,3.15666864228349,2.97996837380569,3.00617128048103,2.89754113150374
"Feature52",2.83551445056721,2.8769365476358,2.93834214850136,2.84525151613291,2.88504944618576,2.88583698118252,2.856999230764
"Feature53",2.75572590586802,2.81678206182099,2.76695161732347,2.78189553691677,2.91435060555907,2.74657178231751,2.92868340728504
"Feature54",2.79807996658092,2.92665644281489,2.9836783059796,2.90753761303281,2.97931203428888,2.82269898208059,2.91691499383006
"Feature55",2.71769147566432,2.7488333086522,2.86453283683674,2.87333085122525,2.9442890654709,2.86872882248614,2.9453372133404
"Feature56",3.13633190641875,3.2105850455992,3.05985976830897,3.08131561825715,3.50372630236083,3.15876176146306,3.31739923891077
"Feature57",3.11823489885855,3.06941019107772,3.05163235791963,3.09231489570135,3.06006283512046,3.05072582538987,3.1456820858194
"Feature58",3.05751607631437,3.1510822743441,3.05077413447717,3.03297726898913,3.14800422938393,3.07454328440384,3.06702035367366
"Feature59",2.82812215709538,2.83326490194892,2.88139172332653,3.00106416719652,2.97314922988753,2.98350202161292,2.82281187635215
"Feature60",3.14878744378129,3.06650601420731,3.04803426110922,3.05672374656492,3.01172938710702,3.04015073275752,3.14261284901058
"Feature61",3.10286190289057,3.02116306228964,3.01426109777553,2.88983593968779,2.9079857919388,2.95188872652041,2.76735237222267
"Feature62",3.02524429295407,3.07891398247942,3.0028679577743,2.98297184753979,3.00723497646482,3.00188193548685,3.03822383866735
"Feature63",2.95357234256368,2.90452281750691,2.87604511463539,2.94368415127067,2.9573014354812,2.88634273748447,2.97846375820682
"Feature64",2.81474091264588,2.89169923679371,2.8675553159847,2.87465549032816,2.8824297279729,2.83098470774895,2.84217512308344
"Feature65",2.99000997281531,2.97996768555079,3.15799506878488,3.05331698560924,2.92058091710215,3.0914207645849,3.03657082897164
"Feature66",2.83501939402043,2.91238152710524,2.86237005804639,2.73558910253332,2.85120426616619,2.95315935661668,2.95722604255878
"Feature67",3.06807821452123,3.09922069787958,3.02728867913303,3.06833192455693,3.09013331586377,3.01920339125796,3.02361441519848
